Dptr Hour,Length of Flight (Hrs),Day of Week,Passengers Boarded,Stock Out Occurred,Cheese Platters Sold
21,1,Monday,165,0,16
11,2,Wednesday,147,0,18
9,2,Monday,151,0,19
18,3,Saturday,151,0,18
3,2,Tuesday,138,0,14
22,2,Tuesday,165,0,17
3,4,Saturday,165,0,16
22,3,Tuesday,152,0,15
0,4,Friday,158,0,17
5,1,Monday,152,0,15
1,6,Tuesday,155,0,17
4,2,Thursday,154,0,16
2,4,Saturday,148,0,15
7,5,Monday,135,0,14
5,5,Tuesday,145,0,15
24,6,Sunday,138,0,14
20,3,Monday,151,0,15
9,6,Saturday,93,0,12
15,5,Saturday,147,0,19
1,5,Saturday,138,0,13
0,1,Friday,131,0,13
11,4,Monday,123,0,17
12,6,Tuesday,121,0,17
17,5,Sunday,93,0,12
23,6,Saturday,124,0,13
2,3,Saturday,153,0,16
18,1,Wednesday,132,0,17
14,6,Wednesday,105,0,15
2,4,Saturday,150,0,15
4,4,Wednesday,165,0,17
20,5,Thursday,146,0,16
22,5,Monday,98,0,11
3,6,Tuesday,143,0,16
7,5,Monday,165,0,17
16,6,Sunday,131,0,18
24,6,Thursday,111,0,13
7,6,Friday,147,0,16
22,4,Tuesday,99,0,11
1,1,Wednesday,97,0,9
20,4,Tuesday,146,0,15
7,1,Tuesday,120,0,12
7,6,Wednesday,160,0,18
15,1,Sunday,140,0,18
9,6,Sunday,83,0,11
14,1,Friday,150,0,19
15,2,Tuesday,117,0,15
0,2,Wednesday,144,0,16
20,2,Wednesday,98,0,9
24,3,Friday,119,0,13
9,4,Wednesday,103,0,14
16,3,Saturday,154,0,18
6,3,Friday,144,0,15
24,1,Tuesday,105,0,11
5,3,Friday,119,0,13
1,2,Thursday,107,0,10
5,4,Friday,133,0,13
17,1,Monday,123,0,16
23,4,Saturday,151,0,14
14,3,Monday,109,0,15
21,3,Wednesday,157,0,16
5,4,Thursday,137,0,14
23,2,Saturday,127,0,11
22,2,Sunday,143,0,14
4,1,Thursday,87,0,8
4,4,Tuesday,165,0,17
7,1,Saturday,155,0,13
23,2,Monday,159,0,17
22,5,Monday,160,0,18
3,3,Friday,165,0,17
16,5,Tuesday,131,0,18
1,5,Wednesday,165,0,18
1,5,Thursday,133,0,14
0,4,Friday,111,0,12
1,4,Saturday,130,0,12
24,4,Monday,165,0,18
7,4,Tuesday,165,0,17
0,2,Saturday,75,0,6
1,6,Friday,78,0,9
2,2,Saturday,145,0,14
2,1,Wednesday,107,0,11
19,5,Monday,117,0,16
19,4,Sunday,143,0,19
15,1,Monday,135,0,17
7,5,Monday,129,0,15
7,5,Monday,96,0,10
24,2,Thursday,121,0,12
20,6,Tuesday,126,0,14
5,4,Monday,165,0,17
20,6,Tuesday,165,0,19
14,3,Thursday,95,0,13
14,6,Thursday,139,0,19
14,2,Sunday,145,0,17
21,6,Saturday,156,0,14
12,2,Thursday,91,0,12
21,3,Wednesday,134,0,14
2,4,Tuesday,142,0,15
18,1,Friday,141,0,18
9,1,Monday,149,0,19
24,5,Tuesday,119,0,12
7,4,Thursday,117,0,13
23,6,Friday,147,0,17
1,4,Friday,135,0,15
13,1,Thursday,97,0,13
20,6,Tuesday,142,0,15
24,4,Sunday,160,0,16
15,3,Monday,116,0,16
3,4,Monday,125,0,13
17,6,Thursday,139,0,19
24,2,Friday,145,0,14
8,1,Tuesday,124,0,17
15,1,Sunday,143,0,16
15,4,Wednesday,126,0,18
0,5,Saturday,144,0,14
19,2,Monday,144,0,18
20,4,Thursday,135,0,14
3,6,Friday,114,0,13
2,6,Saturday,160,0,16
6,1,Wednesday,165,0,16
13,1,Sunday,128,0,15
23,5,Sunday,143,0,13
9,1,Friday,119,0,16
16,3,Thursday,123,0,16
16,1,Saturday,133,0,15
18,5,Saturday,138,0,19
1,1,Sunday,165,0,15
21,5,Saturday,124,0,12
21,2,Monday,140,0,13
1,6,Wednesday,135,0,15
14,1,Thursday,152,0,19
7,1,Tuesday,119,0,11
3,5,Sunday,152,0,14
3,4,Tuesday,127,0,14
4,3,Sunday,151,0,14
21,3,Friday,128,0,13
22,4,Monday,137,0,15
5,2,Thursday,97,0,10
2,6,Friday,131,0,15
19,2,Monday,148,0,19
18,2,Sunday,126,0,15
18,2,Tuesday,105,0,15
6,5,Thursday,131,0,14
20,4,Wednesday,164,0,17
3,1,Wednesday,92,0,9
3,2,Friday,109,0,11
4,3,Thursday,89,0,10
1,3,Saturday,95,0,9
4,5,Sunday,165,0,15
0,4,Thursday,165,0,18
3,3,Monday,165,0,18
1,5,Saturday,165,0,16
20,6,Thursday,165,0,18
17,2,Wednesday,123,0,15
1,2,Sunday,118,0,10
16,4,Wednesday,126,0,17
4,2,Friday,129,0,13
1,2,Wednesday,160,0,15
21,6,Wednesday,126,0,14
10,6,Friday,131,0,18
22,2,Sunday,123,0,11
13,5,Wednesday,140,0,19
22,2,Tuesday,128,0,13
10,6,Sunday,117,0,14
17,3,Friday,108,0,14
11,5,Monday,86,0,12
24,6,Friday,134,0,15
5,1,Friday,126,0,13
13,1,Friday,133,0,17
21,1,Thursday,165,0,17
23,3,Wednesday,145,0,15
2,1,Thursday,132,0,13
6,6,Saturday,146,0,14
20,5,Friday,81,0,9
16,6,Friday,70,0,10
18,2,Monday,112,0,15
1,1,Friday,155,0,16
1,6,Sunday,122,0,12
15,5,Friday,140,0,19
22,6,Wednesday,155,0,17
16,1,Saturday,154,0,19
7,6,Saturday,144,0,14
23,6,Saturday,143,0,14
3,1,Sunday,163,0,15
15,3,Wednesday,135,0,18
23,5,Monday,165,0,19
10,2,Sunday,136,0,16
20,5,Saturday,142,0,14
0,4,Thursday,148,0,16
21,6,Tuesday,165,0,18
9,5,Thursday,89,0,12
9,5,Wednesday,99,0,14
4,3,Wednesday,121,0,13
2,2,Wednesday,165,0,17
3,5,Sunday,121,0,12
8,1,Saturday,131,0,16
20,1,Wednesday,125,0,13
16,6,Saturday,114,0,15
0,4,Tuesday,122,0,13
3,5,Friday,129,0,14
21,5,Friday,133,0,14
23,4,Sunday,84,0,7
6,5,Wednesday,129,0,13
21,2,Friday,123,0,13
23,3,Friday,144,0,15
10,2,Tuesday,122,0,17
8,4,Saturday,105,0,13
24,6,Monday,147,0,17
22,6,Monday,149,0,17
10,5,Wednesday,123,0,17
19,1,Wednesday,147,0,19
1,4,Saturday,110,0,10
17,2,Sunday,145,0,17
23,3,Sunday,142,0,14
18,4,Friday,75,0,10
23,2,Wednesday,111,0,11
2,1,Monday,154,0,14
7,6,Saturday,158,0,15
1,5,Monday,165,0,17
6,1,Saturday,106,0,10
23,5,Saturday,105,0,11
2,6,Monday,163,0,17
8,3,Monday,144,0,19
17,6,Tuesday,97,0,14
20,2,Thursday,140,0,15
6,4,Tuesday,154,0,17
6,4,Wednesday,106,0,12
24,6,Thursday,128,0,13
0,2,Monday,118,0,12
22,4,Sunday,165,0,16
2,4,Thursday,165,0,18
15,6,Monday,126,0,17
11,4,Tuesday,115,0,15
21,3,Saturday,130,0,12
22,1,Saturday,147,0,13
17,5,Saturday,118,0,15
16,3,Friday,147,0,19
19,1,Tuesday,105,0,13
22,4,Thursday,128,0,14
3,5,Tuesday,131,0,15
15,5,Thursday,124,0,17
9,2,Sunday,137,0,18
19,1,Friday,107,0,15
3,2,Friday,156,0,16
10,1,Wednesday,118,0,15
7,2,Sunday,165,0,16
5,4,Tuesday,102,0,11
15,4,Monday,113,0,16
24,3,Saturday,115,0,11
23,6,Saturday,165,0,16
9,2,Saturday,137,0,16
3,5,Saturday,165,0,16
23,3,Monday,144,0,14
7,6,Thursday,138,0,15
20,1,Saturday,99,0,9
24,4,Thursday,102,0,11
11,2,Wednesday,101,0,13
7,6,Wednesday,134,0,16
6,5,Monday,165,0,18
5,3,Friday,115,0,12
24,1,Friday,165,0,16
10,2,Saturday,135,0,16
2,3,Wednesday,154,0,15
1,4,Thursday,114,0,13
24,4,Tuesday,155,0,16
24,6,Wednesday,132,0,14
7,6,Friday,149,0,16
2,1,Thursday,149,0,15
7,4,Sunday,165,0,16
7,6,Sunday,151,0,15
8,2,Saturday,135,0,17
12,6,Monday,119,0,16
0,4,Tuesday,153,0,15
13,5,Saturday,143,0,18
19,1,Monday,145,0,19
5,3,Tuesday,125,0,13
22,6,Wednesday,165,0,18
1,4,Tuesday,158,0,18
6,5,Sunday,125,0,13
23,6,Wednesday,140,0,16
18,2,Monday,128,0,17
15,5,Sunday,124,0,16
6,6,Monday,105,0,12
6,3,Monday,120,0,13
15,2,Thursday,116,0,15
10,4,Friday,90,0,12
10,4,Sunday,100,0,12
6,5,Saturday,109,0,11
2,5,Friday,161,0,17
15,5,Wednesday,141,0,19
7,4,Friday,81,0,9
8,4,Sunday,138,0,17
9,1,Saturday,123,0,14
0,2,Wednesday,120,0,12
20,1,Wednesday,136,0,13
16,4,Monday,131,0,18
4,6,Wednesday,165,0,19
16,1,Tuesday,137,0,17
13,6,Friday,134,0,18
12,2,Wednesday,147,0,18
7,2,Monday,165,0,15
3,2,Thursday,148,0,15
9,6,Thursday,127,0,18
21,2,Sunday,136,0,11
20,4,Sunday,108,0,11
7,2,Thursday,165,0,18
23,5,Tuesday,147,0,15
16,2,Friday,95,0,12
12,6,Tuesday,134,0,18
13,5,Tuesday,132,0,18
6,4,Thursday,124,0,13
12,1,Saturday,145,0,18
24,4,Monday,157,0,17
8,4,Tuesday,119,0,16
23,4,Saturday,151,0,14
18,6,Tuesday,100,0,14
19,1,Friday,120,0,15
8,6,Tuesday,108,0,16
9,1,Wednesday,118,0,15
20,3,Tuesday,106,0,11
24,4,Thursday,123,0,13
5,2,Monday,88,0,9
4,5,Friday,116,0,13
20,6,Wednesday,130,0,15
10,1,Saturday,139,0,17
20,6,Wednesday,139,0,16
0,3,Wednesday,107,0,12
5,1,Wednesday,106,0,11
11,6,Thursday,128,0,18
12,3,Sunday,123,0,15
14,3,Monday,126,0,17
24,6,Sunday,132,0,13
22,5,Tuesday,165,0,19
2,4,Thursday,161,0,17
17,5,Wednesday,113,0,16
22,4,Tuesday,99,0,10
23,2,Monday,165,0,17
4,4,Monday,139,0,16
15,5,Friday,134,0,17
12,6,Wednesday,126,0,18
15,4,Sunday,127,0,16
5,5,Thursday,165,0,18
18,4,Thursday,99,0,13
1,2,Wednesday,139,0,14
20,6,Wednesday,157,0,17
0,5,Thursday,140,0,15
4,1,Sunday,162,0,15
15,6,Wednesday,110,0,16
4,4,Monday,155,0,17
24,2,Friday,88,0,9
21,6,Monday,122,0,14
6,6,Friday,164,0,17
6,4,Tuesday,153,0,17
23,1,Friday,101,0,11
24,2,Friday,165,0,18
9,2,Friday,146,0,19
0,6,Friday,122,0,12
4,1,Tuesday,156,0,15
8,2,Tuesday,130,0,17
12,5,Saturday,123,0,16
7,4,Saturday,159,0,15
21,4,Sunday,148,0,14
0,6,Friday,117,0,12
20,2,Monday,157,0,16
2,3,Monday,143,0,14
9,3,Monday,106,0,15
10,4,Sunday,137,0,18
18,2,Saturday,126,0,16
7,6,Wednesday,124,0,13
5,5,Saturday,146,0,14
10,5,Monday,117,0,16
10,3,Saturday,142,0,18
8,1,Sunday,99,0,12
1,2,Sunday,102,0,10
21,2,Tuesday,132,0,13
18,4,Tuesday,125,0,17
0,4,Tuesday,157,0,18
19,1,Saturday,139,0,17
6,4,Friday,165,0,17
6,4,Thursday,128,0,14
21,2,Friday,149,0,17
0,6,Monday,165,0,18
7,3,Tuesday,141,0,15
11,5,Monday,127,0,18
20,6,Tuesday,165,0,17
6,3,Monday,112,0,12
22,2,Friday,142,0,14
20,4,Tuesday,147,0,16
7,5,Thursday,125,0,13
18,3,Saturday,137,0,18
22,3,Sunday,132,0,11
6,4,Thursday,157,0,17
7,1,Thursday,125,0,12
13,1,Tuesday,137,0,18
15,1,Saturday,157,0,19
17,5,Wednesday,93,0,14
12,5,Wednesday,124,0,19
19,1,Wednesday,137,0,17
4,3,Saturday,119,0,11
8,4,Friday,127,0,18
22,5,Wednesday,131,0,14
10,3,Sunday,137,0,17
21,1,Saturday,148,0,13
4,1,Wednesday,128,0,13
3,5,Thursday,156,0,17
5,1,Wednesday,145,0,15
24,6,Tuesday,133,0,14
4,4,Saturday,125,0,13
23,2,Friday,143,0,15
6,2,Saturday,128,0,11
23,4,Saturday,165,0,16
23,3,Monday,165,0,17
10,4,Sunday,141,0,18
14,4,Monday,110,0,15
24,5,Thursday,165,0,19
6,2,Tuesday,129,0,13
0,1,Friday,155,0,16
3,3,Wednesday,165,0,16
20,2,Wednesday,151,0,15
4,1,Sunday,142,0,12
4,6,Friday,165,0,18
16,4,Tuesday,126,0,18
2,5,Monday,139,0,14
23,4,Wednesday,165,0,17
23,3,Monday,165,0,15
14,5,Monday,121,0,16
21,2,Wednesday,143,0,16
1,1,Saturday,137,0,13
1,6,Saturday,165,0,16
22,5,Monday,101,0,11
22,3,Sunday,159,0,15
8,6,Sunday,95,0,13
5,1,Thursday,116,0,13
24,1,Wednesday,162,0,17
1,3,Wednesday,138,0,15
22,3,Thursday,165,0,18
9,5,Monday,94,0,13
11,6,Sunday,146,0,19
20,2,Tuesday,165,0,17
0,6,Thursday,165,0,18
5,5,Wednesday,148,0,16
19,4,Saturday,116,0,14
14,1,Sunday,122,0,16
7,1,Tuesday,165,0,17
9,1,Monday,119,0,15
4,5,Sunday,165,0,16
23,4,Thursday,150,0,15
9,6,Wednesday,105,0,15
1,5,Sunday,165,0,17
5,4,Friday,162,0,18
22,5,Tuesday,158,0,17
6,5,Tuesday,122,0,13
4,2,Tuesday,141,0,14
6,6,Thursday,147,0,15
24,3,Tuesday,129,0,14
22,6,Wednesday,131,0,14
16,2,Monday,138,0,18
2,4,Sunday,138,0,13
14,4,Thursday,84,0,12
11,6,Wednesday,107,0,15
1,5,Sunday,128,0,12
22,6,Wednesday,123,0,14
20,6,Friday,120,0,14
3,6,Sunday,83,0,8
18,6,Tuesday,118,0,16
20,2,Thursday,145,0,14
1,3,Friday,151,0,17
16,6,Monday,114,0,17
12,4,Wednesday,127,0,18
10,5,Wednesday,130,0,17
2,4,Monday,133,0,14
16,5,Friday,132,0,18
15,4,Friday,134,0,18
5,4,Friday,141,0,15
17,2,Thursday,117,0,15
5,5,Thursday,138,0,14
13,1,Tuesday,152,0,19
19,3,Monday,125,0,17
0,1,Saturday,157,0,14
18,4,Thursday,106,0,16
10,2,Thursday,146,0,18
14,4,Monday,89,0,12
20,1,Thursday,159,0,15
12,2,Saturday,104,0,12
14,2,Saturday,154,0,18
22,2,Monday,99,0,10
15,1,Saturday,165,0,19
11,1,Monday,131,0,17
14,2,Saturday,130,0,16
17,3,Sunday,130,0,16
18,2,Saturday,165,0,19
5,4,Monday,125,0,13
7,5,Tuesday,114,0,12
2,3,Saturday,135,0,12
7,1,Sunday,165,0,15
7,4,Saturday,125,0,12
24,4,Sunday,129,0,13
2,3,Monday,125,0,12
20,3,Sunday,150,0,14
21,3,Saturday,165,0,16
6,3,Thursday,113,0,10
0,4,Saturday,134,0,13
16,4,Tuesday,115,0,15
2,4,Saturday,147,0,14
23,5,Saturday,161,0,17
3,2,Saturday,165,0,17
12,6,Monday,130,0,18
7,5,Sunday,139,0,14
5,2,Sunday,165,0,16
11,6,Thursday,108,0,15
0,1,Saturday,134,0,12
23,6,Monday,97,0,11
5,4,Monday,133,0,14
4,2,Friday,111,0,11
18,3,Friday,143,0,19
23,5,Thursday,116,0,13
14,4,Sunday,102,0,12
11,3,Monday,139,0,19
9,6,Friday,117,0,16
15,2,Tuesday,83,0,11
1,3,Monday,165,0,16
1,4,Wednesday,149,0,15
3,2,Thursday,135,0,13
21,1,Thursday,137,0,14
24,3,Saturday,140,0,12
23,4,Sunday,110,0,11
3,1,Friday,165,0,17
1,2,Thursday,137,0,14
8,3,Tuesday,138,0,18
15,3,Monday,134,0,18
20,4,Saturday,165,0,16
17,5,Wednesday,107,0,14
1,4,Sunday,144,0,14
14,4,Wednesday,136,0,17
14,3,Sunday,146,0,18
10,1,Wednesday,154,0,19
19,2,Saturday,150,0,18
19,2,Wednesday,102,0,13
24,4,Monday,145,0,16
15,2,Tuesday,145,0,19
11,2,Thursday,124,0,16
4,2,Thursday,98,0,10
7,1,Friday,128,0,13
17,1,Monday,130,0,15
23,5,Tuesday,138,0,15
14,5,Tuesday,112,0,14
13,2,Thursday,129,0,18
1,5,Sunday,157,0,16
6,2,Wednesday,155,0,15
20,6,Friday,119,0,14
12,4,Sunday,147,0,19
14,1,Sunday,165,0,19
11,1,Tuesday,104,0,13
0,4,Wednesday,118,0,13
24,6,Saturday,138,0,14
6,6,Thursday,109,0,11
2,4,Wednesday,153,0,17
9,2,Tuesday,115,0,16
11,6,Monday,121,0,16
8,6,Saturday,139,0,17
21,1,Sunday,155,0,15
20,1,Saturday,143,0,12
7,1,Friday,105,0,11
3,4,Monday,147,0,15
8,3,Saturday,148,0,19
23,6,Tuesday,125,0,15
14,3,Tuesday,161,0,19
6,4,Friday,149,0,16
24,2,Thursday,129,0,13
0,1,Wednesday,164,0,18
13,6,Friday,93,0,12
21,1,Monday,141,0,15
15,1,Wednesday,130,0,17
2,5,Sunday,160,0,16
12,3,Saturday,117,0,14
24,6,Saturday,165,0,16
16,3,Monday,142,0,19
9,2,Tuesday,117,0,15
2,5,Tuesday,107,0,11
20,1,Sunday,124,0,11
20,1,Tuesday,119,0,13
17,2,Tuesday,125,0,16
22,1,Monday,129,0,14
0,3,Tuesday,89,0,10
23,5,Sunday,91,0,8
17,2,Sunday,134,0,17
3,2,Friday,134,0,14
1,5,Sunday,152,0,15
18,2,Saturday,103,0,12
21,6,Monday,131,0,14
3,2,Thursday,129,0,14
5,2,Monday,145,0,15
13,1,Tuesday,122,0,16
18,3,Tuesday,113,0,15
19,1,Thursday,137,0,17
8,6,Sunday,83,0,11
0,2,Wednesday,126,0,13
8,2,Saturday,146,0,18
3,1,Sunday,165,0,15
13,2,Monday,123,0,16
13,3,Sunday,128,0,15
8,5,Monday,122,0,17
23,4,Friday,125,0,13
4,1,Saturday,165,0,14
12,1,Thursday,137,0,18
15,2,Saturday,118,0,15
7,4,Tuesday,162,0,17
15,6,Tuesday,121,0,18
11,3,Thursday,139,0,19
22,6,Wednesday,121,0,13
20,3,Thursday,154,0,16
23,2,Monday,102,0,10
20,5,Saturday,148,0,14
4,6,Wednesday,145,0,16
2,1,Thursday,112,0,11
15,5,Saturday,116,0,15
23,4,Tuesday,120,0,13
24,3,Wednesday,144,0,16
6,5,Sunday,154,0,15
11,4,Sunday,108,0,14
2,2,Monday,150,0,16
2,5,Sunday,155,0,16
13,3,Wednesday,124,0,16
6,4,Tuesday,165,0,19
14,2,Monday,154,0,19
20,2,Wednesday,158,0,16
14,1,Saturday,130,0,16
1,3,Wednesday,138,0,14
12,1,Monday,119,0,15
7,6,Saturday,121,0,12
2,6,Thursday,95,0,10
12,6,Wednesday,92,0,12
8,3,Thursday,130,0,17
21,6,Monday,155,0,16
24,4,Monday,144,0,17
20,5,Thursday,165,0,19
21,6,Saturday,165,0,16
23,6,Monday,128,0,15
17,3,Friday,140,0,18
0,4,Monday,150,0,15
8,6,Wednesday,149,0,19
19,4,Thursday,114,0,14
24,5,Monday,165,0,19
5,6,Tuesday,141,0,16
6,1,Sunday,161,0,15
4,5,Tuesday,154,0,16
22,4,Thursday,165,0,18
9,3,Wednesday,128,0,17
6,6,Thursday,141,0,15
23,4,Tuesday,148,0,16
17,2,Saturday,148,0,18
4,6,Friday,142,0,16
21,2,Thursday,165,0,16
4,3,Tuesday,158,0,16
23,3,Sunday,110,0,9
17,4,Monday,141,0,19
22,5,Wednesday,159,0,17
24,2,Sunday,132,0,12
11,3,Tuesday,89,0,12
15,5,Monday,132,0,18
5,3,Thursday,142,0,14
24,4,Thursday,132,0,15
20,3,Wednesday,131,0,13
23,1,Monday,157,0,15
16,1,Wednesday,141,0,19
5,3,Thursday,154,0,17
0,3,Wednesday,106,0,11
15,3,Monday,122,0,17
1,4,Monday,149,0,15
10,4,Tuesday,130,0,18
15,3,Sunday,152,0,19
11,3,Friday,116,0,16
18,6,Friday,131,0,19
1,2,Friday,155,0,16
20,2,Tuesday,156,0,15
1,2,Wednesday,154,0,15
9,3,Monday,151,0,19
17,3,Wednesday,139,0,19
0,1,Monday,141,0,14
24,4,Saturday,111,0,10
6,4,Wednesday,109,0,11
10,1,Saturday,134,0,18
23,6,Sunday,126,0,13
5,6,Friday,152,0,16
23,1,Thursday,147,0,15
8,6,Thursday,149,0,19
10,1,Sunday,165,0,19
7,4,Tuesday,142,0,16
19,1,Saturday,132,0,17
4,2,Sunday,98,0,9
3,5,Friday,165,0,17
3,5,Saturday,136,0,14
3,1,Friday,165,0,18
20,2,Wednesday,152,0,16
5,3,Thursday,149,0,15
7,4,Saturday,94,0,9
21,3,Tuesday,138,0,14
16,5,Sunday,133,0,19
22,3,Tuesday,150,0,15
5,1,Monday,165,0,16
24,5,Wednesday,119,0,14
1,6,Monday,165,0,18
12,3,Saturday,151,0,18
23,3,Sunday,54,0,5
0,6,Wednesday,165,0,18
6,2,Friday,137,0,14
5,4,Friday,154,0,17
3,4,Saturday,118,0,12
18,3,Friday,124,0,16
16,1,Friday,136,0,18
15,3,Monday,138,0,19
8,2,Monday,143,0,19
9,6,Thursday,128,0,18
7,5,Thursday,127,0,15
23,1,Tuesday,136,0,13
7,3,Sunday,165,0,17
8,1,Tuesday,144,0,19
5,6,Thursday,156,0,17
1,5,Tuesday,165,0,17
24,6,Wednesday,157,0,18
8,1,Thursday,123,0,16
13,6,Friday,108,0,15
0,6,Saturday,165,0,16
0,3,Monday,115,0,12
7,3,Friday,165,0,17
17,3,Wednesday,139,0,18
13,6,Friday,129,0,18
17,1,Tuesday,144,0,18
1,3,Friday,118,0,13
7,4,Sunday,115,0,11
18,5,Saturday,150,0,18
5,6,Monday,143,0,15
10,1,Tuesday,137,0,18
23,6,Wednesday,125,0,14
6,4,Thursday,114,0,12
4,2,Thursday,165,0,17
8,4,Sunday,142,0,18
19,1,Friday,120,0,15
2,1,Sunday,132,0,13
5,3,Tuesday,135,0,14
7,2,Saturday,115,0,11
16,1,Saturday,148,0,18
0,1,Monday,165,0,16
15,1,Saturday,95,0,12
14,1,Thursday,95,0,12
8,3,Friday,108,0,14
5,6,Thursday,135,0,15
14,4,Saturday,134,0,16
22,1,Tuesday,156,0,15
24,6,Sunday,149,0,14
1,2,Sunday,154,0,14
11,5,Thursday,118,0,16
2,2,Saturday,165,0,16
7,1,Wednesday,124,0,13
4,4,Friday,152,0,16
21,4,Saturday,146,0,14
22,3,Thursday,105,0,12
5,3,Friday,129,0,14
4,5,Thursday,81,0,9
24,1,Sunday,118,0,11
5,1,Saturday,114,0,11
24,3,Wednesday,165,0,16
22,6,Wednesday,165,0,17
22,6,Monday,129,0,14
2,6,Thursday,164,0,19
3,1,Thursday,165,0,15
23,6,Wednesday,148,0,16
23,6,Monday,139,0,16
13,4,Saturday,119,0,14
20,1,Friday,102,0,11
5,1,Sunday,91,0,8
5,4,Thursday,120,0,13
18,4,Wednesday,125,0,16
20,4,Tuesday,159,0,17
23,1,Monday,134,0,14
20,5,Thursday,161,0,19
12,5,Friday,140,0,19
24,3,Saturday,165,0,15
11,1,Thursday,142,0,18
3,4,Monday,150,0,16
23,6,Wednesday,152,0,18
16,1,Monday,76,0,9
6,5,Thursday,100,0,11
22,2,Friday,135,0,14
6,4,Saturday,165,0,16
14,2,Thursday,147,0,19
20,3,Thursday,126,0,13
23,2,Sunday,148,0,14
19,3,Saturday,146,0,18
0,5,Tuesday,165,0,19
21,3,Sunday,165,0,16
20,6,Friday,165,0,17
1,5,Friday,162,0,17
17,1,Sunday,148,0,18
11,2,Friday,111,0,15
7,1,Wednesday,162,0,16
7,4,Thursday,163,0,16
21,5,Sunday,121,0,12
15,2,Friday,132,0,18
1,3,Wednesday,126,0,14
22,3,Thursday,165,0,18
4,5,Saturday,135,0,13
3,4,Friday,128,0,13
7,2,Friday,165,0,18
5,4,Monday,148,0,15
20,4,Tuesday,165,0,18
4,6,Tuesday,165,0,19
7,4,Saturday,139,0,14
4,1,Monday,129,0,13
7,5,Saturday,141,0,14
8,4,Monday,107,0,15
0,6,Sunday,145,0,15
3,4,Monday,139,0,15
24,3,Sunday,151,0,14
24,6,Friday,126,0,14
16,1,Tuesday,124,0,17
8,1,Sunday,136,0,15
7,5,Friday,163,0,18
4,6,Friday,152,0,17
23,2,Monday,163,0,17
9,2,Monday,113,0,14
22,2,Wednesday,121,0,12
3,2,Saturday,124,0,11
0,3,Monday,118,0,13
12,1,Thursday,117,0,15
0,4,Thursday,154,0,17
6,6,Thursday,156,0,17
3,6,Thursday,158,0,18
10,3,Thursday,137,0,19
3,4,Sunday,114,0,11
0,6,Sunday,165,0,17
14,4,Saturday,149,0,19
4,5,Tuesday,165,0,18
9,4,Friday,116,0,16
22,3,Monday,106,0,12
10,3,Saturday,141,0,18
23,6,Sunday,165,0,17
22,1,Thursday,101,0,10
16,2,Monday,117,0,16
22,4,Friday,165,0,17
3,2,Monday,120,0,12
4,4,Friday,125,0,13
13,2,Friday,119,0,15
19,4,Saturday,141,0,16
8,6,Saturday,122,0,16
6,5,Sunday,163,0,17
20,1,Saturday,144,0,13
8,4,Wednesday,140,0,19
21,3,Wednesday,124,0,13
9,4,Monday,122,0,16
24,2,Sunday,134,0,12
20,5,Thursday,131,0,15
9,5,Friday,107,0,15
11,1,Friday,149,0,18
23,4,Friday,149,0,15
6,1,Sunday,152,0,14
17,2,Monday,96,0,13
23,6,Friday,111,0,12
20,3,Saturday,165,0,15
0,3,Friday,99,0,10
1,4,Saturday,156,0,14
14,3,Wednesday,136,0,19
9,4,Sunday,121,0,16
4,4,Wednesday,131,0,14
2,2,Sunday,161,0,16
6,4,Wednesday,131,0,14
13,1,Saturday,122,0,15
12,2,Sunday,134,0,16
11,5,Friday,135,0,17
1,1,Wednesday,99,0,10
18,5,Tuesday,110,0,15
6,5,Friday,159,0,16
16,5,Thursday,121,0,17
17,2,Tuesday,130,0,17
4,5,Saturday,165,0,16
7,6,Tuesday,104,0,11
2,6,Friday,165,0,18
3,6,Thursday,98,0,11
10,1,Sunday,146,0,16
9,5,Friday,111,0,14
13,4,Monday,132,0,18
16,4,Thursday,125,0,17
6,1,Wednesday,146,0,15
24,2,Monday,109,0,11
24,6,Tuesday,165,0,18
20,6,Sunday,139,0,14
3,2,Tuesday,164,0,18
11,2,Friday,105,0,14
4,3,Tuesday,125,0,13
11,4,Tuesday,138,0,19
22,1,Tuesday,142,0,15
7,1,Saturday,147,0,14
0,6,Wednesday,157,0,17
8,1,Sunday,141,0,16
10,6,Thursday,94,0,12
23,4,Tuesday,159,0,18
21,3,Monday,135,0,14
10,1,Saturday,116,0,14
10,5,Wednesday,105,0,14
19,6,Wednesday,121,0,16
3,6,Thursday,165,0,18
7,5,Thursday,148,0,16
21,1,Saturday,165,0,15
13,1,Tuesday,104,0,13
3,1,Thursday,163,0,17
3,6,Wednesday,165,0,18
4,4,Monday,151,0,14
21,6,Monday,115,0,13
21,2,Sunday,137,0,12
16,5,Sunday,145,0,19
13,5,Friday,148,0,19
12,1,Monday,120,0,16
1,3,Saturday,165,0,15
6,2,Saturday,118,0,10
11,4,Friday,138,0,19
22,1,Friday,148,0,15
17,3,Sunday,103,0,13
22,2,Wednesday,116,0,11
1,5,Thursday,161,0,18
1,4,Tuesday,138,0,14
16,5,Friday,123,0,16
2,4,Tuesday,130,0,15
4,6,Saturday,94,0,9
4,1,Wednesday,147,0,15
14,2,Monday,93,0,11
13,2,Wednesday,76,0,10
20,3,Saturday,135,0,13
12,6,Friday,118,0,16
10,3,Wednesday,79,0,10
10,2,Thursday,102,0,14
13,1,Wednesday,125,0,16
24,3,Friday,122,0,13
